zone_id,zone_name,scenario,rainfall_1h,rainfall_3h,rainfall_6h,elevation,slope,distance_to_drain,drain_capacity,pump_load_pct,flood_history_count,population_density,critical_infra_flag,lat,lon,data_source,flood_severity
REAL-0041,New Rohtak Road,light,6.2,16.4,24.2,20.6,3.93,259.6,80.7,42.4,19,19602.5,0,28.66031,77.19319,real_govt_record,Low
REAL-0139,Mehrauli-Mahipalpur Road,heavy,33.5,68.7,107.5,36.8,2.86,57.6,83.0,81.7,5,17912.4,0,28.62631,77.23776,real_govt_record,Low
REAL-0063,Bhairon Road,heavy,32.9,69.4,104.1,39.6,4.13,675.4,74.1,91.9,10,24113.5,0,28.61802,77.2421,real_govt_record,Medium
REAL-0219,Dwarka Road,heavy,40.6,83.0,130.0,10.8,1.52,221.6,76.7,73.7,3,16558.5,1,28.62797,77.23614,real_govt_record,Medium
REAL-0530,Manas Marg,moderate,12.7,25.4,33.5,9.6,3.18,794.2,74.7,63.5,1,8392.5,0,28.63105,77.23613,real_govt_record,Low
REAL-0358,NH-48 Dhaula Kuan,moderate,25.6,51.4,79.6,36.6,3.61,464.2,74.1,50.8,2,6150.3,1,28.62874,77.23752,real_govt_record,Low
REAL-0484,Malkaganj Road,extreme,61.4,137.0,209.8,34.6,3.91,162.3,74.7,86.9,1,12455.9,0,28.63088,77.23926,real_govt_record,High
REAL-0886,Rind Road,moderate,21.1,48.7,72.2,35.3,3.81,580.9,76.7,85.1,1,20336.4,0,28.62891,77.24016,real_govt_record,Low
REAL-0236,Sardar Patel Marg,extreme,48.2,111.3,146.0,18.7,2.11,766.3,82.5,69.0,3,6365.6,0,28.62991,77.24516,real_govt_record,High
SYN2-0199,SYN2-0199,synthetic_v2,47.63,93.65,149.22,43.71,3.31,636.03,71.32,18.05,4,20416.74,1,28.62488,77.22602,synthetic,High
SYN2-0158,SYN2-0158,synthetic_v2,57.02,111.78,136.51,27.85,3.85,980.91,27.86,80.98,5,11552.02,1,28.7518,77.20845,synthetic,High
SYN2-0072,SYN2-0072,synthetic_v2,99.69,205.67,316.83,22.74,7.21,479.46,89.75,22.32,3,15737.45,0,28.5839,77.23201,synthetic,High
REAL-0863,Dr. K.S. Krishnan Marg,heavy,26.2,73.2,96.4,40.9,2.82,338.9,74.1,45.5,1,7447.0,1,28.62876,77.23668,real_govt_record,Low
REAL-0905,August Kranti Marg,light,4.3,9.7,13.9,13.0,3.31,767.3,72.4,80.1,1,23818.6,0,28.63102,77.23348,real_govt_record,Low
REAL-0818,Vinay Marg,moderate,23.3,48.9,66.1,12.1,4.56,180.2,86.1,38.1,1,11482.9,1,28.63607,77.24015,real_govt_record,Low
REAL-0101,Girdhari Lal Goswami Marg,light,3.2,6.5,9.6,28.1,4.06,228.5,72.4,44.4,6,10531.2,0,28.6334,77.24549,real_govt_record,Low
REAL-0333,Inside Pragati Maidan,light,6.8,15.4,22.6,33.1,3.01,464.5,85.9,50.1,2,6594.1,1,28.62504,77.234,real_govt_record,Low
REAL-0830,Avantika Market Marg,moderate,13.7,35.7,55.9,37.5,1.49,445.3,87.5,45.1,1,20181.8,0,28.63179,77.23636,real_govt_record,Low
REAL-0806,Talkatora Road,moderate,20.3,54.5,80.3,28.3,4.04,426.5,76.7,57.0,1,20212.7,1,28.62995,77.23459,real_govt_record,Low
REAL-0604,Dr. Rajendra Prasad Road,extreme,47.6,111.1,159.8,10.9,2.15,748.2,80.7,59.1,1,22465.0,1,28.6279,77.24745,real_govt_record,High
REAL-0259,Burari Road,heavy,35.0,71.9,96.9,17.8,2.93,319.6,94.2,58.4,2,6034.5,1,28.6272,77.23666,real_govt_record,Medium
SYN2-0024,SYN2-0024,synthetic_v2,55.5,108.66,145.48,58.79,2.51,320.11,59.46,59.14,4,8790.59,0,28.60505,77.28376,synthetic,High
ZONE-040,ZONE-040,synthetic_v1,48.89,125.01,223.32,30.87,4.5,692.02,30.24,25.67,2,7346.73,1,28.56606,77.26112,synthetic,High
REAL-0734,Rani Jhansi Road,moderate,20.6,46.9,71.1,25.0,0.67,240.9,86.1,72.9,1,7270.0,1,28.63286,77.23754,real_govt_record,Low
SYN2-0083,SYN2-0083,synthetic_v2,41.01,86.1,126.21,20.77,6.94,395.62,77.27,22.28,1,14403.83,0,28.63602,77.23711,synthetic,Low
ZONE-002,ZONE-002,synthetic_v1,51.91,88.23,104.81,51.51,1.82,723.83,87.43,20.19,1,24056.88,1,28.61151,77.28688,synthetic,Low
REAL-0438,Neela Gumbad BSF,moderate,19.7,51.2,72.2,43.8,0.58,575.5,83.0,37.2,1,14952.9,1,28.62598,77.24229,real_govt_record,Low
REAL-0073,Ram Bagh,light,9.3,19.9,26.6,24.5,4.39,583.8,82.5,65.4,10,10162.8,0,28.62581,77.236,real_govt_record,Low
REAL-0639,Major Hoshiyar Singh Marg,heavy,25.1,55.7,81.4,33.2,4.45,203.8,83.9,93.9,1,18451.8,1,28.63126,77.23878,real_govt_record,Low
REAL-0085,Najafgarh Road,light,6.6,16.4,24.5,9.4,3.52,158.6,86.1,96.4,7,16602.0,1,28.62743,77.23869,real_govt_record,Low
REAL-0676,NH-48 DKFO Towa,extreme,61.0,132.9,197.0,13.4,1.78,736.7,86.5,71.4,1,24911.5,1,28.63331,77.24323,real_govt_record,High
ZONE-036,ZONE-036,synthetic_v1,44.0,66.59,98.85,29.29,4.55,295.7,34.8,19.84,3,4354.72,1,28.65155,77.15036,synthetic,High
REAL-0626,KN Katju Marg,moderate,19.5,42.0,56.4,15.9,1.07,438.7,80.7,48.2,1,23537.0,0,28.63436,77.23509,real_govt_record,Low
REAL-0873,Khudiram Bose Marg,light,6.2,12.8,18.1,31.8,3.43,571.0,72.4,74.3,1,22074.4,1,28.63171,77.24358,real_govt_record,Low
REAL-0810,Teen Murti Haifa Marg,moderate,14.3,34.2,45.3,28.1,2.84,479.6,83.9,94.1,1,15254.0,1,28.62475,77.23989,real_govt_record,Low
SYN2-0047,SYN2-0047,synthetic_v2,85.71,201.91,277.85,19.67,4.16,731.26,84.0,88.42,4,17322.49,0,28.63017,77.31456,synthetic,High
REAL-0575,Baba Banda Singh Bahadur Marg,heavy,31.4,86.4,116.7,37.8,1.28,311.1,83.0,85.5,1,21436.1,1,28.62639,77.2387,real_govt_record,Medium
REAL-0369,Rajpur Road,light,2.6,6.4,8.9,31.0,0.53,615.6,82.5,39.8,2,12878.9,1,28.63565,77.23644,real_govt_record,Low
REAL-0451,Chhawla Road,heavy,28.3,71.2,113.4,25.5,0.77,341.5,76.7,63.1,1,4315.8,0,28.63185,77.23497,real_govt_record,Low
REAL-0278,Kanjhawala Bawana Road,moderate,11.3,26.8,39.2,30.1,3.05,454.5,80.7,66.3,2,24184.2,0,28.6312,77.2392,real_govt_record,Low
REAL-0856,DDU Marg,extreme,59.3,119.5,156.6,24.8,2.16,639.0,74.7,86.0,1,20025.7,0,28.62724,77.24475,real_govt_record,High
REAL-0966,New Friends Colony,moderate,14.6,33.9,51.6,25.8,3.96,629.3,85.9,61.1,1,16303.9,1,28.62828,77.23993,real_govt_record,Low
ZONE-029,ZONE-029,synthetic_v1,92.89,164.84,197.13,53.96,2.11,958.77,37.25,52.34,2,21791.28,0,28.58292,77.17339,synthetic,High
REAL-1022,Vivekanand Marg,moderate,12.4,27.9,43.0,8.6,4.76,560.8,72.4,95.6,1,8977.8,0,28.63063,77.23528,real_govt_record,Low
REAL-0571,Azaz Market Road,heavy,29.8,83.1,109.0,26.6,2.62,520.3,74.7,73.2,1,21100.8,1,28.63078,77.24151,real_govt_record,Medium
REAL-0133,Veer Banda Bairagi Marg,light,7.1,15.8,21.8,8.9,3.0,97.2,94.2,64.8,5,22615.7,0,28.62823,77.24064,real_govt_record,Low
REAL-0092,Press Enclave Road,extreme,56.3,114.9,183.1,25.5,1.43,271.5,80.7,94.0,7,22832.7,0,28.633,77.24261,real_govt_record,High
ZONE-082,ZONE-082,synthetic_v1,60.21,99.46,193.57,25.59,4.03,813.11,69.77,82.4,4,20774.94,0,28.73952,77.16199,synthetic,High
REAL-0429,Outer Circle Connaught,light,2.9,8.1,11.3,17.7,3.97,479.3,87.5,96.2,1,20672.0,0,28.63204,77.2433,real_govt_record,Low
ZONE-037,ZONE-037,synthetic_v1,97.63,105.14,174.0,28.71,8.0,851.23,97.9,96.9,5,5885.92,1,28.74752,77.20006,synthetic,High
REAL-0345,Motilal Nehru Marg,light,7.2,19.9,31.8,8.6,0.74,663.8,90.9,52.6,2,4617.3,0,28.63304,77.23824,real_govt_record,Low
SYN2-0014,SYN2-0014,synthetic_v2,56.19,132.2,178.95,54.13,7.91,188.96,49.68,65.84,0,8383.29,1,28.5519,77.15741,synthetic,Low
REAL-0687,NH-48 Near Shiv,heavy,30.8,63.0,89.0,10.6,3.63,209.4,86.5,59.5,1,12022.1,0,28.62796,77.23733,real_govt_record,Low
REAL-0771,Shamnat Hedge Marg,heavy,31.4,87.3,139.0,39.8,1.89,412.7,76.7,35.3,1,7813.4,0,28.63172,77.23659,real_govt_record,Medium
REAL-0426,Shastri Park Road,moderate,23.1,48.0,75.3,23.0,4.83,516.7,86.1,67.1,1,21333.5,1,28.63482,77.23838,real_govt_record,Low
REAL-0640,Major Hoshiyar Singh Marg,extreme,62.1,137.1,217.6,35.5,4.27,433.2,83.9,62.8,1,11204.3,1,28.63011,77.23901,real_govt_record,High
REAL-0880,Max Hospital Road,extreme,37.9,97.2,149.1,10.1,4.7,715.2,72.4,58.4,1,12257.3,1,28.63045,77.24042,real_govt_record,Medium
REAL-0985,Patel Road,light,7.8,20.2,31.6,42.3,4.79,629.4,74.1,38.1,1,5328.3,1,28.62388,77.23723,real_govt_record,Low
REAL-0581,Bhisham Pitamah Marg,light,8.9,17.9,28.2,37.6,1.0,427.6,81.7,66.8,1,20591.0,0,28.6302,77.24187,real_govt_record,Low
REAL-0841,Bhiku Ram Jain Marg,light,8.8,24.6,32.7,13.9,1.46,771.6,86.1,87.2,1,13957.2,0,28.6264,77.24079,real_govt_record,Low
REAL-0107,Mother Teresa Crescent Road,heavy,24.4,68.3,97.4,17.1,4.07,653.1,86.1,65.7,6,12404.7,1,28.63373,77.2446,real_govt_record,Medium
REAL-0519,Vande Matram Marg,heavy,28.7,61.1,91.0,25.2,4.95,398.3,83.9,82.4,1,7436.0,1,28.62751,77.24495,real_govt_record,Low
REAL-0587,Brigadier Hoshiyar Singh Marg,heavy,28.7,80.8,119.6,15.6,1.75,588.1,74.1,48.3,1,11396.4,0,28.62983,77.24342,real_govt_record,Medium
REAL-1007,Parade Road,heavy,35.2,87.7,127.4,39.4,3.81,106.7,83.0,88.9,1,21799.9,0,28.63618,77.23448,real_govt_record,Medium
SYN2-0078,SYN2-0078,synthetic_v2,38.09,86.92,121.72,58.92,3.71,737.14,37.32,83.79,4,13521.71,0,28.58296,77.29981,synthetic,High
ZONE-143,ZONE-143,synthetic_v1,77.03,128.19,201.53,6.77,6.59,471.94,48.38,17.44,2,24802.66,0,28.67531,77.32149,synthetic,High
REAL-0376,Shanti Path,extreme,51.1,127.6,183.8,21.5,3.66,339.4,94.2,85.0,2,10365.2,0,28.63057,77.24285,real_govt_record,High
REAL-0940,Goyla Dairy Road,extreme,43.8,115.9,181.5,32.0,3.3,159.0,72.4,85.1,1,19266.9,1,28.63538,77.23299,real_govt_record,Medium
REAL-0027,Aurobindo Marg,heavy,32.2,66.2,103.1,20.9,0.87,380.7,80.7,70.2,34,20132.9,1,28.56658,77.19418,real_govt_record,High
REAL-0591,Ch. Nand Lal Marg,heavy,24.2,63.9,90.9,35.8,3.79,394.8,85.9,73.9,1,9352.7,1,28.6266,77.24053,real_govt_record,Low
REAL-0790,Suraj Kund Road,moderate,14.4,39.2,57.2,18.9,1.89,718.3,86.5,92.7,1,16086.5,1,28.62863,77.24439,real_govt_record,Low
REAL-1027,Shiv Das Puri Marg,heavy,28.6,63.3,93.0,23.7,2.74,678.7,83.9,41.3,1,24648.5,0,28.6335,77.24588,real_govt_record,Low
SYN2-0130,SYN2-0130,synthetic_v2,93.1,167.6,232.39,26.72,1.87,697.3,81.01,20.28,5,3835.22,1,28.69312,77.29324,synthetic,High
SYN2-0077,SYN2-0077,synthetic_v2,35.43,78.43,103.44,40.62,1.72,138.14,54.34,25.23,2,13102.94,0,28.59196,77.26891,synthetic,Low
REAL-0948,Kasturba Nagar Road,extreme,45.0,118.2,165.9,33.3,1.89,388.3,83.0,38.6,1,11885.8,1,28.63329,77.24238,real_govt_record,Medium
REAL-0233,Sardar Patel Marg,light,8.0,18.8,26.8,22.4,2.77,401.5,82.5,68.9,3,15194.0,0,28.62683,77.24265,real_govt_record,Low
SYN2-0104,SYN2-0104,synthetic_v2,23.86,46.65,63.22,35.37,1.66,151.13,24.65,34.12,2,6253.02,1,28.61353,77.29567,synthetic,Low
REAL-0723,Rail Bhawan Rafi Marg,heavy,32.0,87.7,130.3,39.7,3.5,746.1,86.1,91.2,1,7714.9,0,28.63013,77.23331,real_govt_record,Medium
REAL-0567,Army Battle Honours Mess (ABHM) Marg,heavy,31.6,85.6,120.1,41.6,0.68,525.4,90.9,75.2,1,23568.2,0,28.6286,77.23537,real_govt_record,Low
REAL-0867,Kela Godam Road,heavy,27.6,66.8,87.0,39.2,1.14,719.6,74.7,49.8,1,24079.5,1,28.62912,77.23889,real_govt_record,Low
SYN2-0185,SYN2-0185,synthetic_v2,76.69,157.45,248.18,38.87,7.45,192.01,59.67,55.88,2,3755.29,0,28.67463,77.22268,synthetic,High
REAL-1012,Sikandra Marg,extreme,36.2,96.7,138.7,43.1,2.13,519.3,94.2,41.8,1,6837.3,1,28.62895,77.23708,real_govt_record,Medium
REAL-0289,Old Patparganj Road,light,6.0,13.9,18.2,11.8,4.03,467.4,72.4,66.6,2,11218.9,1,28.63236,77.23704,real_govt_record,Low
SYN2-0121,SYN2-0121,synthetic_v2,18.08,40.53,48.77,29.27,7.01,890.4,20.81,29.78,3,5029.83,1,28.59029,77.22411,synthetic,Medium
REAL-0949,Krishna Menon Marg,light,8.2,21.3,29.2,11.3,3.96,573.3,74.1,93.5,1,16080.5,0,28.63111,77.23566,real_govt_record,Low
REAL-0677,NH-48 Jharela Village,light,7.8,21.8,32.3,30.7,3.77,142.1,83.9,50.7,1,23105.7,1,28.63244,77.23885,real_govt_record,Low
REAL-0365,R.K. Ashram Marg,light,8.4,17.6,25.8,17.5,2.62,399.7,76.7,57.5,2,16194.5,0,28.63116,77.2352,real_govt_record,Low
REAL-0284,Mata Mandir Road,extreme,43.9,105.1,147.8,25.5,4.07,246.3,82.5,86.9,2,23319.9,1,28.63243,77.24133,real_govt_record,Medium
REAL-0671,NH-24 Underpass Street,heavy,26.5,62.2,85.9,41.6,4.11,126.7,74.1,76.5,1,17526.1,0,28.62903,77.24395,real_govt_record,Low
REAL-0079,"NH-44, GTK Road",heavy,29.1,68.2,104.8,38.5,3.25,168.8,74.1,84.1,8,22962.9,0,28.63399,77.23934,real_govt_record,Medium
REAL-0502,Old GTK Road,moderate,19.9,46.7,70.8,20.3,4.77,605.4,86.5,86.3,1,15337.1,0,28.62696,77.24354,real_govt_record,Low
ZONE-078,ZONE-078,synthetic_v1,20.51,77.87,115.98,56.15,7.15,293.92,66.96,55.15,5,9439.94,1,28.63169,77.19088,synthetic,High
REAL-0770,Shamnat Hedge Marg,moderate,20.2,45.8,70.1,19.6,1.92,83.5,76.7,59.2,1,4294.2,0,28.62667,77.23906,real_govt_record,Low
REAL-0528,Mahipalpur- Mehrauli road Mahipalpur Chowk,extreme,43.2,103.5,156.4,18.8,2.47,532.7,74.7,36.1,1,23030.1,1,28.62383,77.24158,real_govt_record,Medium
REAL-0877,Max Hospital Road,light,6.3,13.7,21.1,18.2,1.36,437.9,72.4,38.7,1,19266.0,1,28.63196,77.23788,real_govt_record,Low
REAL-0976,NH-48 Shiv Murti,extreme,49.4,103.0,163.5,27.5,3.33,510.9,86.5,80.3,1,8711.6,1,28.62406,77.23952,real_govt_record,Medium
REAL-0663,Near Zakir Nagar Main Road,heavy,32.3,71.3,107.1,23.1,3.23,507.9,76.7,38.6,1,22955.0,1,28.63294,77.24564,real_govt_record,Low
REAL-0500,Old GT Road,extreme,44.8,126.9,195.9,18.2,0.78,231.7,86.1,97.6,1,17031.4,0,28.63252,77.23916,real_govt_record,High
REAL-0915,Bharat Scouts & Guide Marg,heavy,37.3,76.1,103.6,13.2,1.8,709.9,94.2,89.5,1,23845.7,0,28.62701,77.24169,real_govt_record,Medium
REAL-0495,NH-8 Mahipalpur Flyover,heavy,33.8,71.2,92.8,39.9,2.08,322.4,86.1,79.7,1,16043.8,1,28.63128,77.24152,real_govt_record,Low
REAL-0798,Surajmal Marg,moderate,9.6,26.1,41.3,27.2,0.74,92.9,76.7,37.5,1,11745.5,1,28.62736,77.23804,real_govt_record,Low
REAL-0038,"Firni Road, Najafgarh",moderate,21.2,47.9,75.3,25.8,1.35,136.2,83.0,46.0,21,7318.6,1,28.61455,76.97353,real_govt_record,Medium
REAL-0837,Bamnikhera Road,light,7.5,17.3,23.0,38.4,0.89,422.8,79.7,87.3,1,6148.5,0,28.6234,77.23915,real_govt_record,Low
REAL-0489,MGM Road,light,3.8,8.0,11.8,35.6,3.83,351.0,87.5,70.2,1,10360.3,1,28.63231,77.24151,real_govt_record,Low
SYN2-0171,SYN2-0171,synthetic_v2,44.66,103.58,156.48,29.21,2.15,996.78,77.29,70.87,0,8784.13,0,28.76803,77.21116,synthetic,Low
REAL-0106,Mother Teresa Crescent Road,moderate,16.0,44.5,62.4,33.7,4.39,493.0,86.1,91.7,6,13714.5,1,28.63478,77.24304,real_govt_record,Low
REAL-1014,Tilak Marg,moderate,19.4,47.5,64.8,43.2,3.56,587.7,86.1,66.4,1,17053.4,1,28.62595,77.23843,real_govt_record,Low
SYN2-0123,SYN2-0123,synthetic_v2,21.01,47.96,60.81,13.53,2.59,616.87,52.83,50.0,0,24576.79,0,28.61053,77.28683,synthetic,Low
REAL-0126,SSN Marg,moderate,11.1,25.4,40.2,43.9,1.1,565.7,90.9,61.8,5,17260.7,1,28.62766,77.24367,real_govt_record,Low
REAL-0724,Rail Bhawan Rafi Marg,extreme,32.7,91.7,125.2,38.6,3.87,174.8,86.1,46.9,1,22476.6,1,28.62516,77.23519,real_govt_record,Medium
ZONE-139,ZONE-139,synthetic_v1,80.08,155.55,251.0,23.19,7.43,410.67,62.19,87.68,0,18911.46,1,28.7603,77.2569,synthetic,Medium
REAL-0385,Jawahar Lal Nehru Marg,light,8.0,19.8,27.1,24.2,1.21,392.9,74.7,40.1,2,9411.6,0,28.6286,77.24208,real_govt_record,Low
REAL-1030,Dada Maheshwar Road,moderate,14.8,42.1,56.6,31.6,2.17,774.6,74.1,63.2,1,23289.9,1,28.63586,77.23381,real_govt_record,Low
REAL-0162,Panchsheel Marg,moderate,21.3,52.1,72.4,35.4,1.66,325.9,74.7,62.5,4,14014.3,1,28.62994,77.23893,real_govt_record,Low
REAL-0984,Palam Colony,extreme,54.1,116.5,184.2,40.6,3.65,172.8,85.9,74.3,1,7621.1,1,28.63676,77.23895,real_govt_record,Medium
REAL-0490,MGM Road,moderate,14.7,37.7,59.0,30.3,2.35,660.4,87.5,98.0,1,5163.2,0,28.63194,77.23933,real_govt_record,Low
REAL-0717,Pragati Maidan Tunnel,light,5.8,16.4,26.0,14.8,0.88,713.6,74.1,87.9,1,6113.0,1,28.62961,77.23913,real_govt_record,Low
REAL-0374,Shanti Path,moderate,23.4,51.2,73.6,39.3,1.68,376.8,94.2,43.6,2,9616.7,0,28.6302,77.23979,real_govt_record,Low
REAL-0442,Akbar Road,moderate,22.0,44.5,70.2,39.2,1.93,600.2,74.1,94.9,1,22893.6,0,28.62497,77.24276,real_govt_record,Low
REAL-0679,NH-48 Jharela Village,heavy,30.2,71.2,109.4,29.3,1.04,336.2,83.9,42.4,1,18072.2,0,28.63485,77.2362,real_govt_record,Low
ZONE-025,ZONE-025,synthetic_v1,96.2,157.16,255.4,28.77,2.85,264.74,94.96,12.73,0,23181.81,0,28.55338,77.23207,synthetic,Low
REAL-0860,Dr. Bhim Rao Ambedkar Marg,extreme,67.8,136.4,178.4,32.5,0.92,477.2,74.7,60.9,1,20043.6,0,28.63442,77.24016,real_govt_record,High
REAL-0907,August Kranti Marg,heavy,34.9,80.8,106.1,16.8,2.18,84.7,72.4,89.2,1,8639.8,1,28.63103,77.23335,real_govt_record,Medium
REAL-0375,Shanti Path,heavy,32.3,77.5,116.5,9.6,1.82,134.6,94.2,83.8,2,14061.1,1,28.62877,77.24065,real_govt_record,Medium
REAL-1021,Vivekanand Marg,light,10.7,24.9,34.7,20.7,2.11,337.7,72.4,43.3,1,7867.7,1,28.62944,77.23893,real_govt_record,Low
REAL-0944,Kapashera - Najafgarh Road,extreme,39.1,104.7,142.3,25.6,1.55,682.6,86.5,96.9,1,19397.4,0,28.63553,77.23999,real_govt_record,Medium
REAL-0119,Sector 14 Road,heavy,35.0,70.7,100.1,37.7,3.58,254.6,83.9,66.7,6,13933.9,0,28.62759,77.23641,real_govt_record,Medium
REAL-0758,Sarojini Nagar Market,moderate,17.3,35.1,55.2,15.7,4.35,306.0,86.5,38.3,1,20725.6,0,28.63291,77.24358,real_govt_record,Low
REAL-0670,NH-24 Underpass Street,moderate,17.4,35.5,46.7,24.0,2.14,607.7,74.1,78.9,1,24875.7,1,28.63366,77.24405,real_govt_record,Low
SYN2-0147,SYN2-0147,synthetic_v2,65.73,139.47,195.39,29.75,1.2,842.68,33.55,29.73,2,24786.36,1,28.77935,77.26457,synthetic,High
SYN2-0056,SYN2-0056,synthetic_v2,96.57,179.92,221.07,10.12,3.37,154.71,38.5,64.44,0,7720.16,1,28.58221,77.19941,synthetic,Medium
REAL-0702,Old Seelam Pur,moderate,14.1,39.0,58.6,24.0,1.48,582.6,72.4,86.1,1,8574.8,0,28.62886,77.23785,real_govt_record,Low
REAL-0415,NH-44 Near Apple,heavy,37.3,76.5,121.4,13.1,2.47,114.0,85.9,70.9,1,8707.5,1,28.62624,77.23691,real_govt_record,Medium
REAL-0721,Rail Bhawan Rafi Marg,light,9.6,19.6,27.5,44.2,2.15,714.9,86.1,49.2,1,20987.8,1,28.62941,77.23671,real_govt_record,Low
REAL-0673,NH-48 DKFO Towa,light,11.0,23.9,34.3,25.1,3.9,107.5,86.5,57.7,1,14090.0,0,28.62854,77.24181,real_govt_record,Low
REAL-0128,SSN Marg,extreme,49.5,117.1,165.3,19.4,4.1,679.0,90.9,53.2,5,12225.4,1,28.62993,77.24548,real_govt_record,High
SYN2-0051,SYN2-0051,synthetic_v2,50.61,94.17,144.0,33.87,7.0,264.73,47.31,96.29,4,18779.31,0,28.72649,77.34582,synthetic,High
REAL-0787,Sunheri Masjid R/A,heavy,30.8,68.1,93.3,32.1,1.77,371.4,82.5,51.2,1,5913.0,1,28.63018,77.23627,real_govt_record,Low
REAL-0573,Baba Banda Singh Bahadur Marg,light,4.1,11.2,16.8,35.6,3.39,586.1,83.0,73.3,1,4623.2,1,28.62519,77.23633,real_govt_record,Low
REAL-0977,Nishad Marg,light,5.9,14.4,18.9,13.7,0.86,496.8,85.9,83.3,1,4014.4,0,28.62947,77.24144,real_govt_record,Low
REAL-0788,Sunheri Masjid R/A,extreme,44.3,100.8,159.5,21.9,2.5,742.7,82.5,45.6,1,22619.1,1,28.63037,77.23537,real_govt_record,Medium
REAL-0400,Shahid Bhagat Singh Marg,extreme,55.7,114.2,157.2,31.3,3.08,51.2,76.7,47.3,2,16562.4,0,28.63417,77.24056,real_govt_record,Medium
REAL-0647,Mandi House R/A,heavy,32.4,76.7,112.1,15.8,0.78,168.1,82.5,67.5,1,7009.7,0,28.62891,77.23493,real_govt_record,Medium
REAL-1009,Sikandra Marg,light,2.1,5.7,7.6,13.3,4.28,398.8,94.2,62.3,1,10150.4,0,28.62522,77.23915,real_govt_record,Low
REAL-0565,Army Battle Honours Mess (ABHM) Marg,light,8.0,18.0,23.7,27.0,1.2,470.1,90.9,50.2,1,15923.3,0,28.62994,77.23476,real_govt_record,Low
REAL-0175,Loni Road,heavy,29.7,81.4,113.3,39.4,0.66,573.9,90.9,71.4,4,15581.6,1,28.62956,77.24239,real_govt_record,Medium
REAL-0321,Baba Kharak Singh Marg,light,5.8,14.4,22.4,38.8,2.37,767.7,90.9,35.9,2,9951.9,0,28.62765,77.2359,real_govt_record,Low
REAL-0525,Mahipalpur- Mehrauli road Mahipalpur Chowk,light,7.4,15.1,21.6,16.5,3.8,121.7,74.7,96.9,1,9472.9,0,28.62545,77.23713,real_govt_record,Low
REAL-0470,Lawrence Road,moderate,14.5,33.1,47.5,19.1,2.21,436.5,74.7,90.2,1,8201.1,0,28.63158,77.243,real_govt_record,Low
SYN2-0052,SYN2-0052,synthetic_v2,54.26,138.72,177.8,13.51,1.55,564.5,85.38,43.53,5,24014.36,1,28.58961,77.29552,synthetic,High
SYN2-0119,SYN2-0119,synthetic_v2,96.78,201.58,290.15,23.95,1.44,288.65,32.77,22.73,5,17691.57,0,28.60719,77.24618,synthetic,High
REAL-0995,Rajaji Marg,heavy,28.4,70.1,105.2,12.4,3.61,699.8,82.5,58.7,1,24088.8,1,28.62757,77.23706,real_govt_record,Medium
REAL-0080,"NH-44, GTK Road",extreme,44.4,97.1,155.0,27.1,3.72,676.6,74.1,47.6,8,23842.7,0,28.63653,77.23716,real_govt_record,High
REAL-0534,NH-8 Rangpuri Chowk,moderate,12.6,30.4,47.1,33.1,3.28,220.0,76.7,89.1,1,13955.6,1,28.62674,77.24013,real_govt_record,Low
REAL-0884,Raj Niwas Marg,extreme,52.7,105.8,139.7,18.8,3.34,705.9,87.5,36.3,1,8205.1,0,28.62374,77.24438,real_govt_record,Medium
REAL-0458,Gulab Singh Marg,moderate,14.6,35.3,53.4,9.0,3.25,345.4,72.4,95.0,1,18174.5,0,28.62791,77.2437,real_govt_record,Low
REAL-0291,Old Patparganj Road,heavy,32.0,73.8,115.6,30.2,1.1,55.5,72.4,72.2,2,22847.2,1,28.63021,77.23681,real_govt_record,Medium
REAL-0371,Rajpur Road,heavy,23.8,66.3,100.9,32.3,4.6,667.9,82.5,75.5,2,20383.2,0,28.63503,77.23989,real_govt_record,Low
REAL-0266,Ashok Vihar Road,moderate,12.9,34.5,52.5,36.1,2.02,365.2,74.7,79.6,2,19279.1,1,28.62696,77.23687,real_govt_record,Low
REAL-0589,Ch. Nand Lal Marg,light,9.8,23.4,34.5,10.7,4.56,615.6,85.9,50.8,1,21639.8,0,28.62727,77.24061,real_govt_record,Low
REAL-0478,Maharaja Ajmeed Marg,moderate,13.5,34.1,54.3,31.7,0.82,440.5,87.5,62.4,1,16573.5,1,28.62291,77.24007,real_govt_record,Low
REAL-0165,Ulan Batar Marg,light,4.3,9.2,12.1,14.8,1.03,618.8,85.9,57.1,4,21971.4,0,28.62949,77.23731,real_govt_record,Low
ZONE-149,ZONE-149,synthetic_v1,9.84,20.32,94.82,22.1,1.55,168.28,73.46,69.43,4,6542.31,1,28.55526,77.30239,synthetic,Medium
REAL-0094,"NH-48, Gurugram Road",moderate,13.2,29.0,45.9,24.5,0.86,217.4,87.5,54.7,7,18921.3,0,28.6326,77.23648,real_govt_record,Low
REAL-0474,M.G. Road,moderate,12.2,29.0,38.9,21.1,3.23,93.7,83.9,58.7,1,24017.8,0,28.63136,77.24635,real_govt_record,Low
REAL-0198,Vir Banda Bairagi Marg,moderate,10.3,25.7,34.7,44.0,2.01,685.9,80.7,71.0,4,18442.5,1,28.62598,77.24153,real_govt_record,Low
REAL-0186,Noida Link Road,moderate,13.5,30.6,47.6,36.4,3.52,112.3,86.5,58.8,4,24121.8,0,28.62805,77.2419,real_govt_record,Low
